episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,agent_timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_agent_steps_trained,info/last_target_update_ts,info/num_target_updates,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/mean_q,info/learner/default_policy/max_q,info/learner/default_policy/min_q
-24.412883837228666,-92.28427124643343,-36.53429474124762,2352.0,1,1,27500,27500,False,11,11,05878059919d424fbf23a02d419b2325,2021-04-01_18-33-45,1617298425,183.29334092140198,1932.9223899841309,15297,alexanders-mbp.lan,192.168.86.244,1932.9223899841309,0,11,ddc80_00005,"[-24.412883837228666, -92.28427124643343, -43.874445359071764, -33.45333418877986, -32.538395953222796, -36.82879195542655, -30.333790314801536, -27.507486782175498, -27.37909819986365, -25.985250791823045, -27.279493524897077]","[2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352]",0.6533544518340764,1.2451296233160836,0.16878847852843087,1.6222319933910518,0.0,6.417,39894.548,5.275,27500,27500,6656256,6656256,27500,26001,76.4015444015444,61.72316602316602,-0.31400135,-0.067219384,-0.8295213
-24.238238673002744,-92.28427124643343,-35.50962340222721,2352.0,1,1,30000,30000,False,12,12,05878059919d424fbf23a02d419b2325,2021-04-01_18-36-51,1617298611,186.16117811203003,2119.083568096161,15297,alexanders-mbp.lan,192.168.86.244,2119.083568096161,0,12,ddc80_00005,"[-24.238238673002744, -92.28427124643343, -43.874445359071764, -33.45333418877986, -32.538395953222796, -36.82879195542655, -30.333790314801536, -27.507486782175498, -27.37909819986365, -25.985250791823045, -27.279493524897077, -24.412883837228666]","[2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352]",0.6564261919743963,1.2497290364355083,0.1694220887768575,1.6264565779382785,0.0,8.292,30871.328,4.303,30000,30000,7296256,7296256,30000,28501,82.4875,62.08712121212121,-0.3254775,-0.080086365,-0.7439931
-22.383987843665665,-92.28427124643343,-34.49995912849171,2352.0,1,1,32500,32500,False,13,13,05878059919d424fbf23a02d419b2325,2021-04-01_18-39-59,1617298799,187.98166608810425,2307.065234184265,15297,alexanders-mbp.lan,192.168.86.244,2307.065234184265,0,13,ddc80_00005,"[-22.383987843665665, -92.28427124643343, -43.874445359071764, -33.45333418877986, -32.538395953222796, -36.82879195542655, -30.333790314801536, -27.507486782175498, -27.37909819986365, -25.985250791823045, -27.279493524897077, -24.412883837228666, -24.238238673002744]","[2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352]",0.659046765566656,1.2537094764200964,0.16997164655081318,1.6300629420921704,0.0,8.07,31723.96,4.013,32500,32500,7936256,7936256,32500,31001,77.90827067669173,61.43270676691729,-0.3421682,-0.09594685,-0.69497246
-22.383987843665665,-92.28427124643343,-33.675377943806176,2352.0,1,1,35000,35000,False,14,14,05878059919d424fbf23a02d419b2325,2021-04-01_18-43-10,1617298990,191.45378732681274,2498.519021511078,15297,alexanders-mbp.lan,192.168.86.244,2498.519021511078,0,14,ddc80_00005,"[-22.955822542894236, -92.28427124643343, -43.874445359071764, -33.45333418877986, -32.538395953222796, -36.82879195542655, -30.333790314801536, -27.507486782175498, -27.37909819986365, -25.985250791823045, -27.279493524897077, -24.412883837228666, -24.238238673002744, -22.383987843665665]","[2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352]",0.6615125698174039,1.2573034691246734,0.1704677374500788,1.6333951911937648,0.0,6.203,41273.633,3.808,35000,35000,8576256,8576256,35000,33501,81.97601476014762,61.11180811808118,-0.33607426,-0.11572104,-0.66810256
-22.383987843665665,-92.28427124643343,-33.05212604969339,2352.0,1,1,37500,37500,False,15,15,05878059919d424fbf23a02d419b2325,2021-04-01_18-46-18,1617299178,187.94197297096252,2686.4609944820404,15297,alexanders-mbp.lan,192.168.86.244,2686.4609944820404,0,15,ddc80_00005,"[-24.326599532114464, -92.28427124643343, -43.874445359071764, -33.45333418877986, -32.538395953222796, -36.82879195542655, -30.333790314801536, -27.507486782175498, -27.37909819986365, -25.985250791823045, -27.279493524897077, -24.412883837228666, -24.238238673002744, -22.383987843665665, -22.955822542894236]","[2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352]",0.6636985347089794,1.2605630639550485,0.1709130987981698,1.6364709201975436,0.0,6.896,37125.178,3.956,37500,37500,9216256,9216256,37500,36001,82.46113207547168,61.08905660377359,-0.37915304,-0.12772453,-0.8083668
-21.33214928819754,-92.28427124643343,-31.718722451501208,2352.0,2,1,40000,40000,False,17,16,05878059919d424fbf23a02d419b2325,2021-04-01_18-49-35,1617299375,196.4771010875702,2882.9380955696106,15297,alexanders-mbp.lan,192.168.86.244,2882.9380955696106,0,16,ddc80_00005,"[-22.104241641922115, -21.33214928819754, -92.28427124643343, -43.874445359071764, -33.45333418877986, -32.538395953222796, -36.82879195542655, -30.333790314801536, -27.507486782175498, -27.37909819986365, -25.985250791823045, -27.279493524897077, -24.412883837228666, -24.238238673002744, -22.383987843665665, -22.955822542894236, -24.326599532114464]","[2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352]",0.6690955705578941,1.266476730321015,0.17171645913397926,1.6421573823708373,0.0,5.771,44363.081,4.12,40000,40000,9856256,9856256,40000,38501,82.92877697841726,61.51402877697841,-0.38111472,-0.13200074,-0.8751394
-21.33214928819754,-92.28427124643343,-31.158655910705615,2352.0,1,1,42500,42500,False,18,17,05878059919d424fbf23a02d419b2325,2021-04-01_18-52-56,1617299576,201.10400700569153,3084.042102575302,15297,alexanders-mbp.lan,192.168.86.244,3084.042102575302,0,17,ddc80_00005,"[-21.637524717180465, -92.28427124643343, -43.874445359071764, -33.45333418877986, -32.538395953222796, -36.82879195542655, -30.333790314801536, -27.507486782175498, -27.37909819986365, -25.985250791823045, -27.279493524897077, -24.412883837228666, -24.238238673002744, -22.383987843665665, -22.955822542894236, -24.326599532114464, -22.104241641922115, -21.33214928819754]","[2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352]",0.6714837230174299,1.26917167677043,0.1720836462513506,1.64488283248581,0.0,7.441,34403.775,5.356,42500,42500,10496256,10496256,42500,41001,68.28197879858656,61.56713780918728,-0.37520492,-0.1444998,-0.77365136
-21.040027960819437,-92.28427124643343,-30.626096544922138,2352.0,1,1,45000,45000,False,19,18,05878059919d424fbf23a02d419b2325,2021-04-01_18-56-22,1617299782,205.80585384368896,3289.847956418991,15297,alexanders-mbp.lan,192.168.86.244,3289.847956418991,0,18,ddc80_00005,"[-21.040027960819437, -92.28427124643343, -43.874445359071764, -33.45333418877986, -32.538395953222796, -36.82879195542655, -30.333790314801536, -27.507486782175498, -27.37909819986365, -25.985250791823045, -27.279493524897077, -24.412883837228666, -24.238238673002744, -22.383987843665665, -22.955822542894236, -24.326599532114464, -22.104241641922115, -21.33214928819754, -21.637524717180465]","[2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352]",0.673683922811891,1.2718639019685984,0.1724506135260059,1.6476497557734444,0.0,6.787,37720.416,4.017,45000,45000,11136256,11136256,45000,43501,61.54226804123712,60.84364261168385,-0.37445253,-0.1553867,-0.7219592
-21.040027960819437,-92.28427124643343,-30.159913988344698,2352.0,1,1,47500,47500,False,20,19,05878059919d424fbf23a02d419b2325,2021-04-01_18-59-44,1617299984,202.03652596473694,3491.884482383728,15297,alexanders-mbp.lan,192.168.86.244,3491.884482383728,0,19,ddc80_00005,"[-21.302445413373377, -92.28427124643343, -43.874445359071764, -33.45333418877986, -32.538395953222796, -36.82879195542655, -30.333790314801536, -27.507486782175498, -27.37909819986365, -25.985250791823045, -27.279493524897077, -24.412883837228666, -24.238238673002744, -22.383987843665665, -22.955822542894236, -24.326599532114464, -22.104241641922115, -21.33214928819754, -21.637524717180465, -21.040027960819437]","[2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352]",0.6758389971084601,1.2745031251367818,0.17281005296861376,1.6504233457186779,0.0,6.864,37294.616,4.321,47500,47500,11776256,11776256,47500,46001,73.81328671328671,61.56783216783217,-0.4043429,-0.17460711,-0.759825
-20.943907702233094,-92.28427124643343,-29.7210565461489,2352.0,1,1,50000,50000,False,21,20,05878059919d424fbf23a02d419b2325,2021-04-01_19-02-58,1617300178,193.8030059337616,3685.6874883174896,15297,alexanders-mbp.lan,192.168.86.244,3685.6874883174896,0,20,ddc80_00005,"[-20.943907702233094, -92.28427124643343, -43.874445359071764, -33.45333418877986, -32.538395953222796, -36.82879195542655, -30.333790314801536, -27.507486782175498, -27.37909819986365, -25.985250791823045, -27.279493524897077, -24.412883837228666, -24.238238673002744, -22.383987843665665, -22.955822542894236, -24.326599532114464, -22.104241641922115, -21.33214928819754, -21.637524717180465, -21.040027960819437, -21.302445413373377]","[2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352]",0.677792288055233,1.2769322713579487,0.17314055726133692,1.6529544031795955,0.0,6.358,40263.003,4.408,50000,50000,12416256,12416256,50000,48501,66.81459854014598,61.810583941605834,-0.4015556,-0.1815019,-0.75491977
-20.943907702233094,-92.28427124643343,-29.371743027597596,2352.0,1,1,52500,52500,False,22,21,05878059919d424fbf23a02d419b2325,2021-04-01_19-06-13,1617300373,194.24303793907166,3879.9305262565613,15297,alexanders-mbp.lan,192.168.86.244,3879.9305262565613,0,21,ddc80_00005,"[-22.036159138020047, -92.28427124643343, -43.874445359071764, -33.45333418877986, -32.538395953222796, -36.82879195542655, -30.333790314801536, -27.507486782175498, -27.37909819986365, -25.985250791823045, -27.279493524897077, -24.412883837228666, -24.238238673002744, -22.383987843665665, -22.955822542894236, -24.326599532114464, -22.104241641922115, -21.33214928819754, -21.637524717180465, -21.040027960819437, -21.302445413373377, -20.943907702233094]","[2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352]",0.6795564205751486,1.2792201657751712,0.17345254295501755,1.6553266520834717,0.0,5.725,44718.188,4.05,52500,52500,13056256,13056256,52500,51001,68.89054545454546,61.93127272727272,-0.3972119,-0.17584491,-0.8032689
-20.943907702233094,-92.28427124643343,-29.03170206189869,2352.0,1,1,55000,55000,False,23,22,05878059919d424fbf23a02d419b2325,2021-04-01_19-09-22,1617300562,188.90728187561035,4068.8378081321716,15297,alexanders-mbp.lan,192.168.86.244,4068.8378081321716,0,22,ddc80_00005,"[-21.55080081652288, -92.28427124643343, -43.874445359071764, -33.45333418877986, -32.538395953222796, -36.82879195542655, -30.333790314801536, -27.507486782175498, -27.37909819986365, -25.985250791823045, -27.279493524897077, -24.412883837228666, -24.238238673002744, -22.383987843665665, -22.955822542894236, -24.326599532114464, -22.104241641922115, -21.33214928819754, -21.637524717180465, -21.040027960819437, -21.302445413373377, -20.943907702233094, -22.036159138020047]","[2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352]",0.6811777503328387,1.2813224811639083,0.17373742107804985,1.6574732046788512,0.0,6.103,41944.351,4.045,55000,55000,13696256,13696256,55000,53501,80.7768656716418,62.219776119402994,-0.4189372,-0.20263419,-0.85913765
-19.3728035299285,-92.28427124643343,-28.629247956399936,2352.0,1,1,57500,57500,False,24,23,05878059919d424fbf23a02d419b2325,2021-04-01_19-12-37,1617300757,194.92929768562317,4263.767105817795,15297,alexanders-mbp.lan,192.168.86.244,4263.767105817795,0,23,ddc80_00005,"[-19.3728035299285, -92.28427124643343, -43.874445359071764, -33.45333418877986, -32.538395953222796, -36.82879195542655, -30.333790314801536, -27.507486782175498, -27.37909819986365, -25.985250791823045, -27.279493524897077, -24.412883837228666, -24.238238673002744, -22.383987843665665, -22.955822542894236, -24.326599532114464, -22.104241641922115, -21.33214928819754, -21.637524717180465, -21.040027960819437, -21.302445413373377, -20.943907702233094, -22.036159138020047, -21.55080081652288]","[2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352]",0.6826560543240138,1.283296739301108,0.17400580689706358,1.6594789888861248,0.0,7.222,35445.096,4.06,57500,57500,14336256,14336256,57500,56001,71.74727272727273,61.85781818181819,-0.43557808,-0.21181974,-0.77629113
-19.3728035299285,-92.28427124643343,-28.33024543298788,2352.0,1,1,60000,60000,False,25,24,05878059919d424fbf23a02d419b2325,2021-04-01_19-15-51,1617300951,194.10290718078613,4457.870012998581,15297,alexanders-mbp.lan,192.168.86.244,4457.870012998581,0,24,ddc80_00005,"[-21.154184871098504, -92.28427124643343, -43.874445359071764, -33.45333418877986, -32.538395953222796, -36.82879195542655, -30.333790314801536, -27.507486782175498, -27.37909819986365, -25.985250791823045, -27.279493524897077, -24.412883837228666, -24.238238673002744, -22.383987843665665, -22.955822542894236, -24.326599532114464, -22.104241641922115, -21.33214928819754, -21.637524717180465, -21.040027960819437, -21.302445413373377, -20.943907702233094, -22.036159138020047, -21.55080081652288, -19.3728035299285]","[2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352]",0.6840004568924539,1.2851733632296258,0.1742622175223068,1.661399554426865,0.0,5.569,45970.486,3.729,60000,60000,14976256,14976256,60000,58501,77.68181818181819,60.44836363636363,-0.4415725,-0.215032,-0.99035275
-19.3728035299285,-92.28427124643343,-28.06200108445997,2352.0,1,1,62500,62500,False,26,25,05878059919d424fbf23a02d419b2325,2021-04-01_19-19-01,1617301141,189.37720012664795,4647.247213125229,15297,alexanders-mbp.lan,192.168.86.244,4647.247213125229,0,25,ddc80_00005,"[-21.355892371262044, -92.28427124643343, -43.874445359071764, -33.45333418877986, -32.538395953222796, -36.82879195542655, -30.333790314801536, -27.507486782175498, -27.37909819986365, -25.985250791823045, -27.279493524897077, -24.412883837228666, -24.238238673002744, -22.383987843665665, -22.955822542894236, -24.326599532114464, -22.104241641922115, -21.33214928819754, -21.637524717180465, -21.040027960819437, -21.302445413373377, -20.943907702233094, -22.036159138020047, -21.55080081652288, -19.3728035299285, -21.154184871098504]","[2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352]",0.6852147160995563,1.2869217604399243,0.17450006556990574,1.663157564275123,0.0,6.312,40556.055,5.015,62500,62500,15616256,15616256,62500,61001,83.79253731343285,60.74253731343284,-0.44619545,-0.23242617,-0.8081681
-19.3728035299285,-92.28427124643343,-27.811862871579446,2352.0,1,1,65000,65000,False,27,26,05878059919d424fbf23a02d419b2325,2021-04-01_19-22-11,1617301331,189.32567882537842,4836.572891950607,15297,alexanders-mbp.lan,192.168.86.244,4836.572891950607,0,26,ddc80_00005,"[-21.30826933668596, -92.28427124643343, -43.874445359071764, -33.45333418877986, -32.538395953222796, -36.82879195542655, -30.333790314801536, -27.507486782175498, -27.37909819986365, -25.985250791823045, -27.279493524897077, -24.412883837228666, -24.238238673002744, -22.383987843665665, -22.955822542894236, -24.326599532114464, -22.104241641922115, -21.33214928819754, -21.637524717180465, -21.040027960819437, -21.302445413373377, -20.943907702233094, -22.036159138020047, -21.55080081652288, -19.3728035299285, -21.154184871098504, -21.355892371262044]","[2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352]",0.6863094099698501,1.288532331355716,0.1747202501083184,1.6647638003934444,0.0,5.805,44096.173,3.759,65000,65000,16256256,16256256,65000,63501,76.45985130111525,60.927137546468394,-0.45371693,-0.23217744,-0.9225111
-19.3728035299285,-92.28427124643343,-27.594319960085524,2352.0,1,1,67500,67500,False,28,27,05878059919d424fbf23a02d419b2325,2021-04-01_19-25-18,1617301518,186.901025056839,5023.473917007446,15297,alexanders-mbp.lan,192.168.86.244,5023.473917007446,0,27,ddc80_00005,"[-21.72066134974962, -92.28427124643343, -43.874445359071764, -33.45333418877986, -32.538395953222796, -36.82879195542655, -30.333790314801536, -27.507486782175498, -27.37909819986365, -25.985250791823045, -27.279493524897077, -24.412883837228666, -24.238238673002744, -22.383987843665665, -22.955822542894236, -24.326599532114464, -22.104241641922115, -21.33214928819754, -21.637524717180465, -21.040027960819437, -21.302445413373377, -20.943907702233094, -22.036159138020047, -21.55080081652288, -19.3728035299285, -21.154184871098504, -21.355892371262044, -21.30826933668596]","[2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352]",0.6873249431421716,1.2899641814204499,0.17491492718410734,1.6661782500669597,0.0,6.027,42478.501,3.637,67500,67500,16896256,16896256,67500,66001,75.50226415094339,61.586415094339614,-0.4562059,-0.2452656,-0.8561008
-19.3728035299285,-92.28427124643343,-27.345473457580404,2352.0,1,1,70000,70000,False,29,28,05878059919d424fbf23a02d419b2325,2021-04-01_19-28-07,1617301687,168.42681980133057,5191.900736808777,15297,alexanders-mbp.lan,192.168.86.244,5191.900736808777,0,28,ddc80_00005,"[-20.377771387437047, -92.28427124643343, -43.874445359071764, -33.45333418877986, -32.538395953222796, -36.82879195542655, -30.333790314801536, -27.507486782175498, -27.37909819986365, -25.985250791823045, -27.279493524897077, -24.412883837228666, -24.238238673002744, -22.383987843665665, -22.955822542894236, -24.326599532114464, -22.104241641922115, -21.33214928819754, -21.637524717180465, -21.040027960819437, -21.302445413373377, -20.943907702233094, -22.036159138020047, -21.55080081652288, -19.3728035299285, -21.154184871098504, -21.355892371262044, -21.30826933668596, -21.72066134974962]","[2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352]",0.6881834200495789,1.2911125097085538,0.17507150897297652,1.6672599182871564,0.0,7.324,34952.192,3.587,70000,70000,17536256,17536256,70000,68501,72.02100840336135,61.17100840336135,-0.48249602,-0.25920406,-0.9728893
